id,text,label
31,con_gái béo thì lms chắc cứ phải bóp_miệng nhịn bệnh_tật đầy người ms vừa_lòng tụi mày à đéo hiểu sao cứ đánh_giá ngoại_hình ngta,0
1984,grinning face with sweat chị lam ngay nao_nao em qua mua do gap chi chup hinh nha_cai ao dễ thuong,0
5792,tao sợ bị chích điện chứ không tao đã sang cam bế anh ấy về rồi nam thần mắt lè khe luôn,1
3677,lúc ông ấy tức_giận nhần mặt ngu như mấy thằng nghiện ý,0
209,đẹp như tạc tượng dày không quán quân cũng uổng,0
5940,gầy_thế,0
3955,môi phẫu_thuật nhiều giờ nhìn xâu PROFANITY_STRONG,2
2584,trả ma nào dám mua nên lại hạ giá có cho cũng trả ai dám ăn chứ nói gì mua ai biết nguồn gồc có khi từ da của những con lợn dịch_tả lọc về tẩm ướp rút kinh_nghiệm từ hoàng hường đời này trả tin_tưởng được khuất mắt trông_coi thôi nào là rút_ruột tiền từ thiền mua_chuộc bảo_kê thuế đến lúc không nuôi được bảo_kê thuế nữa thì ngta mới khai với công_an và cái kết hoàng hường đấy chứ đâu trả ai chân_chính mà nuôi được mấy chục con_người trừ nhà_nước,0
6242,sao tui thấy không đẹp,0
5664,ngọc trinh đẹp tốp 1 việt nam không ai đọ được cái nhan_sắc tự_nhiên không dao kéo này giờ các hoa_hậu hay các bé gái phẫu_thuật hết mặt na_ná giống nhau hết riêng ngọc trinh_vẻ đẹp tự_nhiên red heart red heart,0
4071,hộ video mới với ạ red heart,0
6042,mình cứ nghĩ là cô_dâu người đâu mà vừa đẹp vừa duyên lại hát hay,0
5108,đẹp nhức nách quá bà_con ơi,0
5354,ý là sao ảnh cười đẹp quóo loudly crying face loudly crying face loudly crying face,0
6198,thực_sự cô ấy đúng là tiên giáng_trần chết_mê cô ấy,0
4139,đi gia_đình thì thuê xe_hơi cho cả nhà cùng ấm_áp,0
488,mà tui thấy bà cũng mập mà nhưng mà tuỳ mục_tiêu mỗi người hẹ hẹ,0
5394,chưa biết mùi make được lớp nền đẹp là như thế_nào,0
6218,bộ đi tập gym là da bị nứt thấy ghê_vậy hả mấy mom,1
1824,vậy chứ đẹp_trai là nó khen ngay à,1
2710,nhìn à đại hơi giống hồng_tỷ nha,0
6305,vp kate cứ tóc dài bóng mượt dù xõa hay buộc đều gọn_gàng chỉnh chu là tui kết bất_kể màu tóc gì,0
2747,khách mời tập này toàn giai đẹp face with tears of joy face with tears of joy,0
6819,bạn đã sống một cuộc_đời rực_rỡ ! chúc phúc cho bạn !,0
2506,cách cách tiêu boi nhảy để thương quá yêu cách cách tb nhiều nhiều hì hì,0
6007,ca_sỹ mà sửa quá mất đẹp,0
284,bro thật_sự cutting à =,0
1763,người que đời thật hả,1
4654,chắc mình tao thấy đẹp mà là anh bên trái =,0
999,em thề là em chỉ nhìn mắt chị thôi,0
769,cười y_như con quỷ dạ_xoa,2
2902,ngực trắng cổ đen sao vậy_ta,1
1761,nhìn giống hột mít cấm 2 cây tăm quá shaking face,1
3367,bà số 3 nhìn na_ná liễu như yên,0
5695,có_lẽ em là cười bị ném đá nhièu nhất khi đăng_quang nhưng em hãy học cách chứng_minh giá_trị bản_thân như các đàn chị là cười kỳ duyên hay thuỳ dung chẳng_hạn,0
2208,nghe cắn giòn_tan ngon quá,0
336,flex bản_thân không sao nhưng phán_xét người khác với câu không muốn sống cuộc_đời bình_thường đến mức tầm_thường như bao người khác thì không nên mỗi người 1 mục_tiêu sống biết ngta thế_nào mà nói ngta như_vậy em_gái,0
6543,chỉ cần em thấy hạnh_phúc là được,0
4839,thấy lỗ mông tao còn không gớm bằng trà bông moai,2
548,thằng này nó không ăn rau à bà_con ?,1
689,vẻ đẹp 100 năm có 1 của nhật red heart,0
3504,nhìn mặt con này vô_cảm,0
2766,chị khách mời dễ_thương mún xỉu smiling face with heart eyes đã dưỡng thê gòi mà còn chịu_chơi nữa xứng_đáng có 10 any,0
4170,chờ ê chê kéo_dài beaming face with smiling eyes,0
4374,quý không cần bù ư,0
5722,vẻ đẹp trông rất giả_tạo chắc do make up và thẩm_mỹ quá_đà đễ mặt mộc chắc còn thua vợ em,2
3286,bà thứ 3 ảo vậy face with open mouth face with open mouth,1
1047,tuyệt sắc giai_nhân,0
793,khuôn_mặt hằng nga body chú cuội,1
940,ngày_xưa mỗi người một vẻ bây_giờ trăm người một_vẻ,0
1501,slay thấy ghê,0
6517,luyện_tập khắt_khe nghiêm_khắc_kỷ_luật với bản_thân,0
1172,nhìn lẳng_lơ thật_sự,0
457,rất ưng thumbs up,0
3034,đi bán quạt,0
3670,bờ môi quyến_rũ thật là tuyệt_vời . .,0
6234,zú đích kiểu này chắc toàn silicon,1
3203,nam_chính ! trần thụy phong tạo_hình cổ trang thấy đẹp_trai hơn hiện_đại face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy,0
2912,cười bà thuỵ ngày_càng đẹp càng duyên ra cưng xỉu nè smiling face with hearts,0
144,ăn cả cảnh đẹp,1
4043,tay bro kia làm_gì vậy moai moai moai moai,0
1383,bình_thường đẹp rồi cười lên cái chết_mê luôn,0
5320,nụ cười gây nghiện,0
3757,chân thon dữ,0
2467,đê dô điên thoai lơn môt chuc nho pua không thây,0
2052,kíu kíu nói tiếng anh thì phát 1 chớ ín lịt thì kíu,0
6608,chắc bạn trai kia tiếc lắm,0
2266,nhân ơi đừng làm món gì hết an_toàn thực_phẩm là hàng_đầu không hiểu thi thôi đi nhé,0
2793,càng ngày_càng xinh á bé ơi,0
6341,do cô cô xuống đáy đoạn trường nhai nên trẻ hoài đó,0
6656,tôi thích em ở lối ăn_mặc không diêm_dúa vừa phải chúc em hạnh_phúc,0
7131,cũng tạm tầm vợ tôi thôi,0
6808,người nổi_tiếng có khác có bầu cũng đẹp có bầu mà ai_nấy đều biết,0
840,này photoshop méo hết cả sàn gỗ mà tin làm gì ! gymer thay_đổi cảnh_vật !,1
6377,đẹp xuất_sắc bị mê bộ vòng tiên đeo á,0
6989,bình_chọn thì không ai qua được việt_nam mà em ấy đẹp và giỏi quá hy_vọng được giải cao,0
3548,sao giống tu ' bà vậy,0
1280,nhìn cơ ngực mà nước_miếng chảy gòng gòng,0
1773,dáng thể_thao đẹp săn chắc,0
1652,coi nó cười kìa trời,0
6883,tôi không tin được đừng như vậy_mà cặp idol của lòng tôi tôi buồn lắm,0
6420,ai da mình thuộc tuýp ăn nhiều mà không béo các bạn ạ mong các bạn có_thể kiểm_soát cân nặng của mình thật tốt chúc mọi_người khoẻ_mạnh,0
6462,giờ mở phim lên thấy người nghèo toàn hàm_răng sứ trắng_bóc có khi make up tự_nhiên nhớ phim xưa,0
856,da bả đẹp_vậy trời smiling face with heart eyes,0
2304,toàn bột hóa_chất công_nghiệp không dám tiếc lộ rồi đống ớt không bục dạ_dày thì cũng men gan mỡ gan mỡ máu có cho không cũng vái nói gì bỏ ra mấy trăm mua mỳ ăn xong sau_này núi tiền cũng không hết bệnh giờ thì ngon thì an_toàn biết sao được mua bảo_kê thuế với công_an hết rồi chừng nào không nuôi được bảo_kê là ra vấn_đề liền gương đầy đấy mất tiền mua ăn mất tiền chạy thận chữa gan lọc máu quá_tội,0
5133,khen x10,0
7295,xin cho hỏi cuộc thi này có được phẫu_thuật thẩm_mỹ không ạh ? ai biết cho xin ý_kiến cảm_ơn !,0
7186,dáng đẹp nhưng gương_mặt vẫn còn xíu nam_tính hương_giang của ta vẫn chuẩn nữ hơn,0
2585,nhìn em thuận dễ_thương quá chúc em luôn nhiều sức_khỏe nhé,0
4578,tao thấy thằg đấy đẹp hơn khối thằng rồi,0
1566,bã slay bã bốc lữa mà bã dịu keo ủa smiling face with heart eyes,0
871,bạn này đáng yêu quá nè,0
5737,thẩm_mỹ đẹp quá sanh con ra tụi nó tủi_thân lắm,1
6661,xứng_đáng ngọc nữ,0
3669,con trưởng quầy lúc đầu tưởng là hiền đến cuối vẫn là vai tâm cơ đúng là gương_mặt đó chỉ hợp với vai phản_diện,0
4151,tự_tin quá cũng là cái tội,0
4203,huề,0
6367,sao cứ phải làm mọi chuyện khó_khăn hơn thực thế_thế ?,0
4134,sạch_sẽ đi gồi có ngiu face with tears of joy,1
4013,bé tú lâm vlog kìa,0
6416,cô_dâu quá xinh quá khí chât,0
3552,mặt em với tôi giá mà cao lắm cũng $ 300 là hết giá giá gì mà gái quê 15 ngàn mười lăm ngàn việt nam hả,1
6881,ong này chẳng đẹp gì may được bộ phim_nổi lên chứ thấy quá binh thường thấy tình chị_em này là nghi_ngờ rồi tội cho song hye kyo mãi yêu song hye kyo,0
2425,chúc_mừng cho vợ_chồng làm_ăn luôn_luôn thành_công nhé red heart em ơi nhìn thấy mì cay nhà em hấp_dẫn quá em có ship qua bên california không em ?,0
4476,nhìn anh nào cũng muốn quỳ,0
1130,đẹp như này có mấy người vợ mới xứng_đáng nhỉ,0
5267,ui anh này xink trai vậy 0 tự_nhiên tiếp năng_lượng ghia face with hand over mouth,0
761,như con ma,2
1046,cô này đẹp thật đẹp luôn,0
2980,tôi cảm thấy thích những cô gái như này không son_phấn quá nhiều luôn đẹp theo cách của mình,0
1573,đẹp quá chị ơi xem bị cuốn á cứ xem đi xem_lại,0
3000,mê trai đầu_thai hong hết,0
968,phần_thưởng cho việc dậy sớm,0
1697,sweet thật cụ_thể là tiểu_đường,0
4449,quá nguy_hiểm để đl clown face,0
4342,quỳ rồi sao nữa,0
7097,hoa_hậu xưa_nay thuộc về các nước châu mỹ là tinh brazil venezuela những đứa trẻ được chăm_sóc từ nhỏ để đi thi âu châu hoặc mỹ họ không quan_tâm lắm,0
4979,em đẹp lắm nhưng mà là đẹp_trai beaming face with smiling eyes,1
66,10 bước mỗi giờ,1
4129,xin số mua súng face with tears of joy,0
4794,nhìn tởm thật,2
893,không tin 37 luôn á trẻ PROFANITY_STRONG,0
3802,2 bà giữa tui chỉ để_ý chỗ cần để_ý anh_em tự hiểu nó to,0
6595,bỏ phấn_son thì cô này bthuong gầy so với tiêu_chuẩn mih thik nhất mái_tóc và thàn_thí cô này,2
2372,tóc này lên sg người_ta nối được hết,0
771,nhìn haha x ' dã con bà man face with tears of joy face with tears of joy face with tears of joy,2
4218,đăng_kí 5g như này mới xứng_đáng relieved face,0
2696,tập này ân có biệt_danh ân trai bao grinning face with sweat grinning face with sweat grinning face with sweat grinning face with sweat,0
59,10 người trong 1,0
3915,ông giang bụng béo quá face with tears of joy face with tears of joy face with tears of joy face with tears of joy,2
4100,tôi tên tú nhưng không gay,0
4277,xinh quá,0
4465,quỳ đi,0
4379,dạa,0
2356,nam mo adidaphat folded hands folded hands folded hands lotus lotus lotus lotus folded hands folded hands lotus folded hands,0
4580,xh bởi bản_thân multiply xh bởi chồng check mark,0
6616,hân nên tri ân người_yêu cũ đã cho em động_lực để có ngày hôm_nay nhé nay là 20 / 11 đó,0
257,cái dò của chỉ như cặp kiếm zậy smiling face with sunglasses bén quá bén,0
3052,bà_cô áo xanh kiểu thằng này lên_cơn à ?,0
6369,sao chân dài 1 08 mà đứng chung lại như cao có 1 6m vậy nhỉ ? chẳng_lẽ các bạn kia cao 2m ư ?,1
5995,cô này xấu không phải vì màu_da mà vì cô này xấu,0
1333,xin vía cho con tui có cái mũi cao như chị này,0
995,nó to_vầy nè,0
3763,số 1 đẹp vaix cái mắt trông mà nó sáng ánh lên đôi mắt trong_veo màu xanh lục smiling face with smiling eyes red heart smiling face with smiling eyes red heart smiling face with smiling eyes,0
3089,phía sau 1 cô công_chúa là 1 thằng người hầu hãy nhớ kỷ nhé các chàng trai đừng tự biến mình thành nô_lệ nữa,0
275,ẹp anh,0
7397,dung là tham hoa thoi trang có nay vua lun vua map mac quan ao thay ghom !,2
1178,mày chưa thấy người đẹp bao_giờ à,0
116,PROFANITY_STRONG mới đến mà ăn cả rèm luôn cơ à face with tears of joy face with tears of joy face with tears of joy,1
421,ê má đẹp nha,0
3069,căn_bản là dựa vào góc nghiêng cùng ánh_sáng thôi,1
5193,chân ơi là chân smiling face with hearts,0
6356,app gánh cồng lưng luôn ',1
1706,nhìn ảnh ăn thấy đã ghê đã thức gì,0
6537,body chuẩn quá,0
6191,siêu xinh_đẹp cô ấy trẻ hoài luôn,0
4066,chị còn cuốn hơn flushed face flushed face,0
4739,hồi mới lộ mặt tao thấy không đẹp mà nói ra sợ bị tap nên thôi,0
296,khoẻ ác,0
951,cái màu tóc này nó hợp mà nó đẹp quáa 2 ơi 2,0
6273,ôi idol một thuở của tui ai rồi cũng béo là có thật anh_em ạ,2
1678,tập cả đời cũng không đẹp được,1
4787,xấu + tởm loudly crying face folded hands nó sợ bị chửi mà không nói thì ngứa_mồm smiling face,2
3529,con_trai dẻo hơn con_gái là có thật grinning face with sweat grinning face with sweat grinning face with sweat face with tears of joy,0
4354,mình luôn thắc_mắc là tập như_vậy thì chế_độ ăn_uống như_thế_nào nhể smiling face with hearts,0
2689,sao tập này nhìn mặt má ân cứ vênh_váo kiểu gì á ăn_nói không có duyên nha,0
4424,đúng với cái tên anh yeu,0
2629,giang phùng thần_thái modol quốc_tế rất đẳng_cấp red heart red heart red heart red heart,0
3292,anh sơn đẹp gái quá trồi face with tears of joy,0
1659,dáng bà này mang quần ống xuông hoặc đầm body dài thì nhức nách_head shaking horizontally,0
982,cái sắc_đẹp nghiêng nước nghiêng thành này,0
3230,góc nghiêng thần_thánh với góc nghiêng trời_đánh face with tears of joy face with tears of joy face with tears of joy,1
2646,người xấu mà cũng nổi_tiếng hả,2
6688,trong khi đó người cần thấy mình đẹp nhất thì mình lại chẳng bao_giờ quan_tâm đến suy_nghĩ của anh ấy,0
6754,nhìn trẻ đến mấy thì mắt cũng mờ và tóc cũng bạc,0
3751,ai cũng đáng yêu á nhưng nhìn cái ông vệ_sĩ của quang hùng á siêu hài,0
2101,đáng yêu quá red heart,0
141,đừng ăn tao,1
5106,cặp chân đẹp quá trong tất_cả các hoa_hậu thích bạn này,0
84,tôi bắt được cá_mập ở lào,0
337,sao bạn lại dùng từ tầm_thường như bao người khác bạn đã hiểu gì về cuộc_đời của họ,0
5148,mê cái chân quá trời đi á,0
6892,thương chị rất thích các bộ phim của chị 1 người dè_dặt trong chuyện tình_cảm nói không với scandal chắc phải có chuyện gì đó rất mệt_mỏi và buồn nên mới khiến chị ly_hôn chị đẹp là vậy gương_mặt phúc_hậu là vậy nhưng sao tình_duyên chị lận_đận quá thương chị,0
6080,chúc chị và anh nhà mãi bình an hạnh_phúc !,0
1963,duyên với xinh vậy_mà vẫn chưa có bồ thì chắc là hơi nặng thật face with tears of joy,1
2508,nhan dễ thuong ghe red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart red heart,0
7031,cao quá,0
5192,cái chân đẹp quá_chừng,0
1287,chị sài gì mà da trắng dữ_vậy ?,1
7333,đẹp và sang_trọng ngọc trinh cần phải học_hỏi,0
5721,nếu khen đẹp thì không cần phải giải_thích nhiều mà nói không đẹp thì phải ghi_chú là ý_kiến cá_nhân và theo ý_kiến cá_nhân của tui,0
1896,đôi mắt nhát ma,2
6966,hoa_hậu này trung_bình lắm,1
5443,ch sài kem nền gì vậy ạ make đẹp quá,0
6896,buồn cái gì hạnh_phúc gia_đình là do mình vun_vén hôn_nhân mấy năm đầu sẽ nhiều sóng_gió không vượt qua được thì tan_vỡ,0
3793,việt nam con_gái mà chứ trai đâu mà trai xinh thế này có khe ngực mà trai gì,0
4412,không quỳ thì sao nhỉ,0
850,mỏm hơi to hee,2
2956,đây là xấu chứ không phải ưa_nhìn nhé full moon face full moon face,2
2505,cung nhất em bôi thôi red heart red heart red heart red heart red heart !,0
5799,sít rịt lè khe,1
7115,em này nhìn khuôn_mặt thô và gãy nữa không hợp hoa_hậu !,2
2838,hồn_nhiên dễ_thương quá,0
4297,sao giờ ra nông_nỗi này rồi,1
3814,trùm cuối đáng yêu ghê nhưng mà là ghê thấy bà face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
