id,text,label
4070,ông tú số hưởng,0
7022,bảo ngọc rất xinh riêng chiều cao vượt_trội thế mạnh rất lớn em rồi !,0
566,ăn mạnh anh ơi dạo gầy nhiều sa_sút,0
4173,kêu cạo lông nách đòi chia tayy gì cũng muốn không chịu thay_đổi grinning face with sweat,1
433,nhỏ đớp ích thôi,1
3968,dạo mập quá nha_ku,2
448,vậy chứ cụ muốn cũng không được á,0
1820,da trắng nổi phải giảm sáng lun í,0
4401,ngày liền face with tears of joy face with tears of joy,0
7212,có giải_thưởng top 8 luôn ạ tôi thấy lạ có top 17 top 14 gì vậy có top 101 không ạ ?,0
5672,thấy vòng eo bà bán quần_jean nhà dokimquyen chua bro,0
938,chế chế nấy đẹp phát hờn,0
6537,body chuẩn quá,0
3288,ô số 3 còn ok kiểu không chỉnh app gì cả chứ bạn cũng bthg có app gánh hộ,1
6765,không đẹp quá đẹp,0
341,nay ký dễ_thương lắm nha cục cưng !,0
6551,từ dáng_vóc đẹp như thế_mà có_thể mập vậy mập xấu,2
4889,như bầu 3 đứa,1
2923,nay xinh quá eo thon nuột_nà,0
1555,body đồng_hồ cát làm nhớ tới mu_paulina,0
211,thi_thể mới xứng nam vương,2
6726,em tấm gương sáng ngơì cho thế_hệ dễ béo phì thời_đại hôm_nay đâu cũng có gà ráng gà xối mỡ khoai_tây chiên ! anh thích ý_chí em hơn hết !,1
331,rối_ren hung em,0
6595,bỏ phấn_son cô bthuong gầy so tiêu_chuẩn mih thik nhất mái_tóc thàn_thí cô,2
5230,tui lại thích làn da gương_mặt mộc_mạc trước hen hơn gu thôi nhỉ,0
6826,đẹp hát không,0
5108,đẹp nhức nách quá bà_con ơi,0
887,xấu nhất thế_giới,2
59,10 người 1,0
1207,nhà thiếu ăn hả bạn,0
4957,bà bao_nhiêu tuôi ròi ta gu giong con tui nó 8 tuôi ròi,0
389,con bé bên châu phi chứ Việt_Nam đâu to_thế,1
4495,suỵt,0
4715,body cũng bình_thường mặc bình_thường,0
296,khoẻ ác,0
4409,đừng có thách quỳ liền nè person kneeling,0
1249,đủ rồi đừng giảm cân nữa xin đấy,0
4363,quý không bù được không anh,0
6154,tuyệt sắc giai nhân rồi,0
3088,thích ông mặc vest mang giày tây nhất đậm chất men lì,0
677,chị thục séc xi quá như thư_ký không thấy già ngày_càng quyến_rũ,0
1238,mặt ẻm có cọc quá hong rolling on the floor laughing,0
5316,nhớ hồi cấp 2 lướt thấy video anh cười say nắng luôn tới giờ vẫn nhớ =,0
2144,chị ơi được chị quay thêm vlog bên nhật được hôm,0
1717,đcm quả lông nách bảo cạo không cạo,1
1231,tóc bạn đi đâu hết rồi,1
7042,em việt nam không so được phải top 15 toàn đẹp ngút_ngàn riêng hoa_hậu quốc_tế đức chuẩn mi 2022 rồi đẹp hơn cả nữ diễn_viên nổi_tiếng diane kruger,1
4659,ai có grinning face with sweat,0
6430,bác anh thấy sao tôi không biết tôi lại thấy mũm_mĩm vậy mới đẹp tự_nhiên nè gu tôi gu tôi,0
7327,ngày_ngày hoa_hậu hoa_hậu nhiều hơn người phàm,0
1501,slay thấy ghê,0
2598,vậy mới nói,0
3067,bảo ngu lại tự_ái,0
3619,đồng_chí có súng to quá cộm luôn,2
5779,mắt lác cũng lên_ngôi vương,2
2557,ăn gì như heo_vậy …,2
4752,tao nhớ đợt show mặt lần đầu bị nhiều người chê thẳng luôn,0
4703,6 full moon face,1
1179,đối_với tao như_vậy chưa đủ đẹp,0
4636,đã bảo tết mặc rồi,0
1977,chị làm 1h luôn cho em coi được hong ạ,0
3193,vợ người_ta đẹp còn mình xấu,0
1412,sao lại xinh như thế nhỉi face blowing anh kiss,0
4729,sao giới trẻ giờ gu thẩm_mỹ thấp thế nhờ relieved face,0
7200,em rất đẹp nhìn em rất hợp đóng phim cổ trang như hoàng_hậu quý phi rất hãnh_diện em đã đại_diện cho Việt_Nam !,0
3171,bà chị tề chu slay quá tui mê luôn rùi,0
1952,chúc_mừng_tuổi mới em party popper,0
6628,sau sinh như thảo có bị tăng cân nhiều không điều ý giảm đi sự xinh_đẹp xinh sang thật ý !,0
1180,chị dễ_thương chứ không đẹp smiling face with smiling eyes,0
1288,không phải kì_thị con gái ngực lép khác gì đàn_ông đâu,2
5289,thua lowg,0
5728,mình ngắm thôi bạn ! còn đẹp không mắt củ người,0
3253,che khăn nhìn thùy mị hiền_dịu mở khăn mặt đúng phản_diện face with tears of joy,0
2846,eo thon,0
4615,đầu tưởng xông dìa,0
4438,không dám hét to smiling face with open hands,0
3727,mĩ nhân thời xưa chả đẹp tới mức đâu đem so_sánh chỉ ưa_nhìn cả bây_giờ toàn mĩ_phẩm xịn app xịn,1
7038,má ơi con tìm thấy vợ rồi,0
1559,phải nói woww lun á body mơ_ước,0
1682,mình hỏi thật bạn fan đừng giận mũi bạn sửa rồi phải không ạ red heart,0
1188,thơm_phức dậy,0
283,40 kilogram cả bỉm cứt,0
6243,nhan_sắc hoa_hậu Việt_Nam_đây sao ?,1
3243,tu tiên giờ dễ quá nhỉ phấn_son điện_thoại cộng 1 đống app làm_đẹp thành cảnh_giới cao nhất từ tiên,1
453,ngừoi mõng dánh cũng khoe,2
2678,anh_hùng dz phết face with tears of joy,0
4430,dạ quỳ loudly crying face fire,0
4013,bé tú lâm vlog kìa,0
2416,chào su … con đừng buồn … con mua may đồ cài tóc có hoa có kueu … rồi con mua máy_cày kẹp kiểu . . tóc . . thi con sẽ thấy đẹp ! tóc con sẽ le . . con đừng buồn_nhe god bless red heart red heart red heart dove rose sparkles smiling face with halo folded hands,0
3814,trùm cuối đáng yêu ghê ghê thấy bà face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1
5500,xinh dữ má ơi,0
6739,đẹp lắm em !,0
4737,từ lộ mặt đã thấy thường rồi seeding khen qtqd upside down face,0
3343,ủa béo tội à face with raised eyebrow thinking face thinking face thinking face thinking face thinking face,1
2197,em bối thông_minh dễ_thương quá đi ! chúc gia_đình bối thượng_lộ bình an …,0
1401,con bồ mình cao mét 50 nặng 60 kilogram cũng đòi mua calavat tập,1
6827,photoshop quá_đà đá biển còn mịn người sao không lung_linh,1
3476,có chân khoe chân đấy bộ không thấy hả,0
2700,mặt ông đại nhìn tiểu_nhân sao í grinning face with sweat,0
3085,chị số 1 hơi lùn face with tears of joy face with tears of joy face with tears of joy,1
2595,rất thích cặp đôi fb bị khoá không xem được,0
4534,ối bà mất liêm_sỉ trend có tui smiling face,0
1474,ngậy tuyệt_đối,0
3856,đúng quyền_lực sắc_đẹp sự kết sự thông_minh nó,0
4263,lâu lắm rồi mới xem video chị không nhận lun,0
6482,nhan_sắc bạn bình_thường thôi đội_tuyển nữ nói về xinh_đẹp không được kiều trinh còn tài_năng sao sánh được thanh thuý,0
6677,mập mập dễ_thương nhỉ,0
3062,việt nam không phải vũ_điệu lăng_quăng việt nam vũ_điệu lung_tung huyền face with tears of joy,0
3974,nữ 9 thấy cứ vẩu vẩu nữ phụ cố make up đậm dìm nma xinh hơn,2
1723,thay_vì đăng xàm xàm xin hãy giảm cân rồi nối giõi gia_tộc đi,1
4771,PROFANITY_PARENT như con nái,2
1133,sai xinh ghíu,0
1313,anh khỏi mua đồ nạo dừa mỏ anh làm được hết,2
4323,mình dây vẫn gi rolling on the floor laughing rolling on the floor laughing,1
1919,mới gặp mẻ xinh_đẹp haneda chỉ kịp cảm_ơn mẻ luôn mang năng_lượng tích_cực vui_vẻ cho mng quên nhờ selfie chung giữ lại kỉ_niệm xinh_đẹp tuyệt_vời ê nay đẹp gái dữ lắm nha,0
3684,má nó nhìn mặt kìa,0
984,sạo sinh năm nhiu u40,0
895,chị hân không tha son đánh_phấn đẹp hơn ngày,0
5171,nàng hậu cá_nhân tôi thấy body số 1 việt nam đỉnh lắm em smiling face with hearts smiling face with hearts,0
4894,tưởng có bầu không á chị ơi,1
3813,bộ_mặt thật đứa nói_xấu face with tears of joy face with tears of joy,0
2265,người_ta làm quy_trình có đeo khẩu_trang bao_tay máy_móc đàng_hoàng má cứ hù hoá_chất gia_vị ớt bột cũng một loại nguyên_liệu bán thị_trường thôi miễn đừng mua nguyên_liệu giả được má ăn đồ đóng_hộp thực_phẩm đóng_gói snack mì gói nước_ngọt cũng một phần có chất hoá_học cả quan_trọng không tỉ_lệ an_toàn cho người sử_dụng được,0
3033,đẹp bọn nó lại chê,0
400,ê hơi bị khó_coi á smiling face,0
5041,ngưỡng_mộ quá chị ơi,0
3220,ông số 2vs3 đẹp rồi ông số 1vs4 mới đẹp tuyệt_trần,0
2045,xin clip đánh son chị ơi quả môi nay đẹp sức sắc smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,0
2318,nhân có bà vú dễ_thương quá,0
3580,gay vãi,0
3449,mặt baby cơ_bắp cuồng cuộn luôn á face with tears of joy face with tears of joy grinning face with sweat,0
6178,không xinh tí,0
416,thảm_hoạ sắc_đẹp,1
6762,dao kéo nhiều quá không còn vẻ đẹp tự_nhiên !,1
5889,cô sẽ thay_đổi,0
2254,thuận hiền_lành có phước có được cô em_gái rất tuyệt_vời smiling face with hearts rose party popper maple leaf hibiscus blossom cherry blossom four leaf clover thumbs up,0
1085,mỏ dài 10m,1
3581,trai_gái không quan_trọng miễn sướng được speaking head,0
1075,kiểu cười làm mặt trông méo_mó,0
5332,thành đẹp thường bot,1
2475,bối thông_minh,0
1443,trắng quá sao chân muỗi đốt quá_vậy,0
5897,không_thể xem nhẹ cô được,1
1512,ủa tt tăng không à ? trước chân thon nuột lắm á không như_thế_nào,0
1611,thằng tin mặc bộ đẹp vãi í,0
4839,thấy lỗ mông tao còn không gớm bằng trà bông moai,2
4835,gớm vãi iồn,2
5736,kết vẫn một gương_mặt nhựa,2
1165,giờ treo cung chân_mày cũng rẻ lắm chị,0
1394,có tiền đắp công_nhận đẹp mình không có tiền đắp sấu cũng phải chịu thôi,0
5233,nhìn cặp đũa chị_em nín thở . . cười em thích chị,1
5655,không có ý toxic ngọc trinh rất cố_gắng hoàn_thiện bản_thân sau bị tạm giam mong thùy_tiên sẽ được như ngọc_trinh,0
5958,đúng lột_xác em đẹp lắm chúc_mừng !,0
3526,như con_gái lầu xanh thèm trai mặt dâm,0
2136,u trời chị đẹp gái quá trời,0
2583,bọn làm_thuê nó bảo ăn thế_là sang no rồi,0
2994,toàn trai xinh gái đẹp red heart red heart red heart,0
4909,tao nhìn tưởng nó đi đẻ upside down face upside down face upside down face,1
2657,tịch_thu tai sàn xung quỷ nhà_nước giúp_đỡ người nghèo,0
3881,lông_mi ông n9 dài dã_man,0
747,nhìn như ếch vừa_lột da xong,2
3389,thi_thể không phải cơ_thể nhé,1
5815,nhìn như tắc_kè =,0
4900,tưởng có bầu không á,1
7172,isabella santiago venezuela phẫu_thuật bị lỗi sao còn nguyên kìa kaka,2
2088,mùa hè năm 25 tuổi đẹp gái quó cô bé ui = ] ],0
5973,làn bơi xanh kình_ngư bờ nàng tiên cá,0
746,mình không có ý phê_phán phải nói lời thật từ đáy lòng nhìn như cc vậy không đẹp 1 chút cả thô_kệch xấu_xí,2
1638,tao coi cũng mong tới cuối phim hồi_sinh đẹp_trai chết sớm quá trời,0
226,nhìn giống minh béo nhỉ,1
4988,bg coi sao thấy sợ á,1
1992,đồ ăn nhật mãi đỉnh,0
7010,thi hoa_hậu làm gì vậy ?,1
5451,xinh qué,0
5839,tự_dưng thấy chồng bọn mình chắc cũng on top,1
2506,cách cách tiêu boi nhảy thương quá yêu cách cách tb nhiều nhiều hì hì,0
3637,ông huấn_luyện_viên mới vô như chupin vậy á,1
829,ngày_xưa còn thấy bạn xinh chứ giờ thấy xinh vô_cùng yawning face,0
768,beautiful xinh quá đi nè người đẹp ơi,0
4185,hoàn_cảnh giống mình ghê đi đâu cũng đi 1 mình flushed face,0
4206,độ khoe miết face with tears of joy,1
84,tôi bắt được cá_mập lào,0
2453,chúc_mừng 2 vợ_chồng nhân chúc thành_công hơn nữa càng ngày_càng tiến xa hơn nữa red heart,0
6305,vp kate cứ tóc dài bóng mượt dù xõa buộc đều gọn_gàng chỉnh chu tui kết bất_kể màu tóc gì,0
862,ông cố tao ơi múi không luôn chèn ơi,0
3816,trùm cuối đôi môi dành cho rắn_độc,0
5474,dễ_thương dữ trời,0
6437,người muốn tăng không tăng được,0
3893,tay rất đẹp sao tôi cứ thấy giống chân gà grinning face with sweat,1
6631,trời đẹp quá mập được đẹp như vậy ai cũng muốn mập 1 điều tôi thấy dáng càng đầy_đặn càng sang gầy nó mất sang sao á,0
1844,nam_tính + nụ cười ngọt_ngào = > combo trí_mạng vương thiên_thần,0
4616,nhìn thoáng anh_trai tưởng trình trình smiling face with hearts,0
6659,đẹp quá đi mất yêu chị mãi,0
1787,ngầu thiệt giống yên xe_đạp địa_hình nha,1
1568,cười có cặp chân đẹp nhất Việt_Nam,0
1147,ăn nhiều ông tạng người khó tăng cân tăng được một mức đẹp dã_man chúc ông thành_công nhé,0
3432,hài thật bố béo thay mặt còn dáng sao ít_ra cũng phải gầy chứ rolling on the floor laughing,2
510,huyết_áp bao_nhiêu rồi con_trai,0
155,ổng tự_tin thần_thái_quá,0
356,đẹp bạn nó hơi lạ,1
446,cơ không thấy thấy xương không,1
1452,mái ngố không hợp mặt tròn nha em thay_đổi mái pháp,0
1864,vẽ đẹp đánh_đổi cho sự khổ_luyện,0
3615,nữ_chính nhìn mặt mũm_mĩm nu8 mặt nhìn bần_cùng quá,0
3373,trời ơi hơn cả hồng tỉ,0
4043,tay bro làm_gì vậy moai moai moai moai,0
6733,tôi rất đẹp tài_giỏi,0
1275,liếm màn_hình chụt chụt,0
6688,người cần thấy mình đẹp nhất mình lại chẳng bao_giờ quan_tâm suy_nghĩ anh,0
1525,mộc chổ ? son_phấn tùm_lum kìa,1
697,ai tiêm cho bả càm_vậy trời ơi crying face như cũ đẹp hơn,1
4020,sao có ai dị,0
2576,tui thích coi baby dễ_thương ghê,0
6288,nhìn hương ghê quá nhận không lun !,2
5040,tiếc quá năm itv tiếng anh đỉnh đủ dùng cơ_bản win rùii,0
2768,con nhỏ áo hồng nhìn ngon quá,0
2046,quá trời rùi,0
4624,giống trình trình_vậy,0
22,làm_sao có được body như rolling on the floor laughing,0
4150,pleading face đúng như vậy mình bị bỏ lại một_mình,0
5996,theo tui xấu,2
5490,chời,0
5129,xuất_sắc quá hen ơi smiling face with hearts smiling face with hearts,0
6744,em đẹp không bằng ngô thanh vân anh,0
7139,phải nói quá đẹp ý mình con_gái còn mê huống_chi đàn_ông con_trai,0
152,lướt tới bài đth cứ nặng nặng g mới biết tại_sao,1
1437,trai 1m7 chê nhá,2
7357,không trang_điểm toàn chụp 360 nhìn mờ mờ_ảo ảo biết rồi,1
255,cơ_địa khung người chiếm 90 % rồi tập chỉ khuôn đẹp hơn nữa thôi lùn còn khung ngược tập thành ếch luôn face with tears of joy,2
6439,chubby cũng đẹp,0
5967,bây_giờ đúng nàng tiên cá rồi nhìn thật xinh,0
3887,makeup còn đậm hơn mẻ nữ_chính nữa,0
2409,tóc ngắn rồi chỉnh_sửa lại đẹp rồi vài tháng tóc dài lại buồn gì con,0
112,quán trốn vậy rồi vẫn bị trà bông phát_hiện,1
1453,@ sao tao thấy xấu comment mọi_người khen lắm vậy,2
1261,cho tao hỏi cưới chồng như đâu,0
5090,đẹp quá hen ơi,0
4429,ê nha confounded face,0
966,gu bà bèo bi bot,0
689,vẻ đẹp 100 năm có 1 nhật red heart,0
637,đình ca vẫn xinh như ngày rolling on the floor laughing,0
3617,bàn_tay ổng còn đẹp hơn tao nói chi body ổng face with tears of joy,0
213,nhìn cuốn cuốn_gói đi về hết đi,1
4332,ủa ông đầu_tiên ' ',0
4179,cố chị pleading face smiling face with hearts smiling face with hearts,0
5131,xinh quá luôn red heart,0
7306,đẹp hết cả phần chị_em vậy,0
5972,người đẹp lụa chỉ cần thay_đổi phong_cách ăn_mặc trang_điểm thêm chút khác liền à chúc em sẽ gặp nhiều may_mắn thành_công hơn nữa nhé,0
2148,ê sao bà kute truyền_cảm_hứng vui_vẻ vậy giờ tui mới thấy,0
5019,nhìn chả giống ai trước con_gái xinh hơn,0
7433,thế mới nói người theo nghệ_thuật họ không thích_vẻ đẹp tự_nhiên sao á lúc_nào cũng làm cho mình thành tượng sáp chán_ngắt trước thích_vẻ đẹp diệp lâm anh lắm giờ không muốn nhìn nữa,1
388,tự_nhiên to thôi người_ta cũng có muốn đâu comment lịch_sự chút,0
1429,rồi tao mê kiểu nha con_trai mặc quần tây áo sơ_mi đóng_thùng tay_áo xắn ngang khủy tay đeo đồng_hồ mẹ ơi chân ái rolling on the floor laughing,0
871,bạn đáng yêu quá nè,0
2522,hoàng hường grinning face with sweat,0
5037,đẹp quá hen,0
5441,ai coi cười đâu flushed face,0
4145,như_vậy,0
4133,nhìn bả xinh,0
4168,phải sạch_sẽ gọn gàn dịu_dàng hiền_hậu có người_yêu ngay,0
1937,bé ơi yên_tâm chị không xinh không giỏi như bé mãi 36 tuổi mình mới có bồ haha bé chắc sắp rồi,0
2336,cười vỡ_bụng hai ông,0
287,nét chi_tiết rolling on the floor laughing,0
3461,trộm_vía tui có cặp chân_như dị red heart red heart red heart,0
2027,em hiện_tại đang bên nhật ?,0
5191,cặp kiếm đẹp nhất rồi,0
1070,trông như tăng cân khá nhiều,0
711,xưa lbq nhìn đẹp_trai lãng_tử PROFANITY_STRONG,0
683,ôi đôi mắt khuôn miệng ngoảnh mặt đốn red heart,0
5324,cười đẹp nhỉ flushed face,0
3099,ỏ cute_thí = 3,0
699,lore accurate hoàng_kim cốt,1
6914,tiếc thật đấy đúng hôn_nhân yêu nhau một khoảng_cách,0
